procs|alg|input|items|utc|ts|duration
2|heapsort|bucketed|100|13 Jun 2019  4:10:23.189518|1560399023189553|0.002000
2|heapsort|bucketed|1000|13 Jun 2019  4:10:23.192349|1560399023192388|0.097000
2|heapsort|bucketed|10000|13 Jun 2019  4:10:23.289643|1560399023289686|8.260000
2|bucketsort|constant|10|13 Jun 2019  4:10:31.557597|1560399031557686|0.000000
2|bucketsort|constant|100|13 Jun 2019  4:10:31.558023|1560399031558059|0.001000
2|bucketsort|constant|1000|13 Jun 2019  4:10:31.559605|1560399031559642|0.093000
2|bucketsort|constant|10000|13 Jun 2019  4:10:31.653419|1560399031653462|9.037000
2|bucketsort|sorted|10|13 Jun 2019  4:10:40.691039|1560399040691088|0.000000
2|bucketsort|sorted|100|13 Jun 2019  4:10:40.691428|1560399040691466|0.002000
2|bucketsort|sorted|1000|13 Jun 2019  4:10:40.693040|1560399040693077|0.098000
2|bucketsort|sorted|10000|13 Jun 2019  4:10:40.791156|1560399040791199|8.887000
2|bucketsort|reversed|10|13 Jun 2019  4:10:49.679246|1560399049679286|0.000000
2|bucketsort|reversed|100|13 Jun 2019  4:10:49.679567|1560399049679609|0.002000
2|bucketsort|reversed|1000|13 Jun 2019  4:10:49.681780|1560399049681841|0.102000
2|bucketsort|reversed|10000|13 Jun 2019  4:10:49.784483|1560399049784526|9.044000
2|bucketsort|random|10|13 Jun 2019  4:10:58.828603|1560399058828685|0.000000
2|bucketsort|random|100|13 Jun 2019  4:10:58.829029|1560399058829083|0.002000
2|bucketsort|random|1000|13 Jun 2019  4:10:58.831135|1560399058831199|0.088000
2|bucketsort|random|10000|13 Jun 2019  4:10:58.919866|1560399058919910|8.394000
2|bucketsort|interleaved|8|13 Jun 2019  4:11:07.320568|1560399067320617|0.000000
2|bucketsort|interleaved|100|13 Jun 2019  4:11:07.320932|1560399067320968|0.002000
2|bucketsort|interleaved|1000|13 Jun 2019  4:11:07.322721|1560399067322770|0.083000
2|bucketsort|interleaved|10000|13 Jun 2019  4:11:07.406221|1560399067406264|8.891000
2|bucketsort|bucketed|10|13 Jun 2019  4:11:16.301466|1560399076301519|0.001000
2|bucketsort|bucketed|100|13 Jun 2019  4:11:16.301768|1560399076301812|0.001000
2|bucketsort|bucketed|1000|13 Jun 2019  4:11:16.303676|1560399076303724|0.090000
2|bucketsort|bucketed|10000|13 Jun 2019  4:11:16.394826|1560399076394873|5.108000
3|dummy_sort|constant|10|13 Jun 2019  4:11:21.537193|1560399081537227|0.000000
3|dummy_sort|constant|100|13 Jun 2019  4:11:21.537341|1560399081537365|0.001000
3|dummy_sort|constant|1000|13 Jun 2019  4:11:21.537952|1560399081537977|0.037000
3|dummy_sort|constant|10000|13 Jun 2019  4:11:21.574979|1560399081575007|4.070000
3|dummy_sort|sorted|10|13 Jun 2019  4:11:25.645406|1560399085645437|0.000000
3|dummy_sort|sorted|100|13 Jun 2019  4:11:25.645581|1560399085645605|0.000000
3|dummy_sort|sorted|1000|13 Jun 2019  4:11:25.646281|1560399085646302|0.042000
3|dummy_sort|sorted|10000|13 Jun 2019  4:11:25.688823|1560399085688849|4.304000
3|dummy_sort|reversed|10|13 Jun 2019  4:11:29.993819|1560399089993850|0.000000
3|dummy_sort|reversed|100|13 Jun 2019  4:11:29.993956|1560399089993980|0.000000
3|dummy_sort|reversed|1000|13 Jun 2019  4:11:29.994612|1560399089994641|0.045000
3|dummy_sort|reversed|10000|13 Jun 2019  4:11:30.039971|1560399090040002|4.545000
3|dummy_sort|random|10|13 Jun 2019  4:11:34.584951|1560399094584971|0.000000
3|dummy_sort|random|100|13 Jun 2019  4:11:34.585046|1560399094585061|0.000000
3|dummy_sort|random|1000|13 Jun 2019  4:11:34.585522|1560399094585539|0.041000
3|dummy_sort|random|10000|13 Jun 2019  4:11:34.626481|1560399094626516|4.392000
3|dummy_sort|interleaved|8|13 Jun 2019  4:11:39.022623|1560399099022648|0.000000
3|dummy_sort|interleaved|100|13 Jun 2019  4:11:39.022769|1560399099022793|0.000000
3|dummy_sort|interleaved|1000|13 Jun 2019  4:11:39.023436|1560399099023455|0.041000
3|dummy_sort|interleaved|10000|13 Jun 2019  4:11:39.064468|1560399099064501|4.403000
3|dummy_sort|bucketed|10|13 Jun 2019  4:11:43.468993|1560399103469016|0.000000
3|dummy_sort|bucketed|100|13 Jun 2019  4:11:43.469098|1560399103469122|0.001000
3|dummy_sort|bucketed|1000|13 Jun 2019  4:11:43.469791|1560399103469814|0.041000
3|dummy_sort|bucketed|10000|13 Jun 2019  4:11:43.512076|1560399103512111|4.440000
3|insertion_sort|constant|10|13 Jun 2019  4:11:47.955885|1560399107955905|0.000000
3|insertion_sort|constant|100|13 Jun 2019  4:11:47.955999|1560399107956017|0.000000
3|insertion_sort|constant|1000|13 Jun 2019  4:11:47.956545|1560399107956561|0.047000
3|insertion_sort|constant|10000|13 Jun 2019  4:11:48.004062|1560399108004087|4.869000
3|insertion_sort|sorted|10|13 Jun 2019  4:11:52.873820|1560399112873856|0.000000
3|insertion_sort|sorted|100|13 Jun 2019  4:11:52.873984|1560399112874010|0.001000
3|insertion_sort|sorted|1000|13 Jun 2019  4:11:52.874959|1560399112874987|0.050000
3|insertion_sort|sorted|10000|13 Jun 2019  4:11:52.925685|1560399112925710|5.402000
3|insertion_sort|reversed|10|13 Jun 2019  4:11:58.328408|1560399118328438|0.000000
3|insertion_sort|reversed|100|13 Jun 2019  4:11:58.328543|1560399118328566|0.000000
3|insertion_sort|reversed|1000|13 Jun 2019  4:11:58.329294|1560399118329320|0.053000
3|insertion_sort|reversed|10000|13 Jun 2019  4:11:58.382200|1560399118382225|5.205000
3|insertion_sort|random|10|13 Jun 2019  4:12:03.587649|1560399123587680|0.000000
3|insertion_sort|random|100|13 Jun 2019  4:12:03.587790|1560399123587814|0.001000
3|insertion_sort|random|1000|13 Jun 2019  4:12:03.588818|1560399123588838|0.051000
3|insertion_sort|random|10000|13 Jun 2019  4:12:03.640174|1560399123640206|5.136000
3|insertion_sort|interleaved|8|13 Jun 2019  4:12:08.781305|1560399128781337|0.000000
3|insertion_sort|interleaved|100|13 Jun 2019  4:12:08.781456|1560399128781480|0.001000
3|insertion_sort|interleaved|1000|13 Jun 2019  4:12:08.782347|1560399128782373|0.053000
3|insertion_sort|interleaved|10000|13 Jun 2019  4:12:08.835491|1560399128835516|5.213000
3|insertion_sort|bucketed|10|13 Jun 2019  4:12:14.051191|1560399134051221|0.000000
3|insertion_sort|bucketed|100|13 Jun 2019  4:12:14.051334|1560399134051358|0.001000
3|insertion_sort|bucketed|1000|13 Jun 2019  4:12:14.052319|1560399134052345|0.048000
3|insertion_sort|bucketed|10000|13 Jun 2019  4:12:14.100912|1560399134100941|5.812000
3|quicksort_left|constant|10|13 Jun 2019  4:12:19.919565|1560399139919608|0.000000
3|quicksort_left|constant|100|13 Jun 2019  4:12:19.919782|1560399139919816|0.001000
3|quicksort_left|constant|1000|13 Jun 2019  4:12:19.921067|1560399139921103|0.085000
3|quicksort_left|constant|10000|13 Jun 2019  4:12:20.005995|1560399140006039|7.819000
3|quicksort_left|sorted|10|13 Jun 2019  4:12:27.825235|1560399147825276|0.000000
3|quicksort_left|sorted|100|13 Jun 2019  4:12:27.825453|1560399147825487|0.002000
3|quicksort_left|sorted|1000|13 Jun 2019  4:12:27.826780|1560399147826818|0.085000
3|quicksort_left|sorted|10000|13 Jun 2019  4:12:27.912513|1560399147912553|8.376000
3|quicksort_left|reversed|10|13 Jun 2019  4:12:36.289984|1560399156290027|0.000000
3|quicksort_left|reversed|100|13 Jun 2019  4:12:36.290171|1560399156290205|0.001000
3|quicksort_left|reversed|1000|13 Jun 2019  4:12:36.291499|1560399156291534|0.090000
3|quicksort_left|reversed|10000|13 Jun 2019  4:12:36.381813|1560399156381857|8.686000
3|quicksort_left|random|10|13 Jun 2019  4:12:45.068635|1560399165068703|0.000000
3|quicksort_left|random|100|13 Jun 2019  4:12:45.068857|1560399165068892|0.001000
3|quicksort_left|random|1000|13 Jun 2019  4:12:45.070085|1560399165070122|0.079000
3|quicksort_left|random|10000|13 Jun 2019  4:12:45.150524|1560399165150600|7.526000
3|quicksort_left|interleaved|8|13 Jun 2019  4:12:52.684337|1560399172684381|0.000000
3|quicksort_left|interleaved|100|13 Jun 2019  4:12:52.684539|1560399172684573|0.001000
3|quicksort_left|interleaved|1000|13 Jun 2019  4:12:52.685802|1560399172685839|0.079000
3|quicksort_left|interleaved|10000|13 Jun 2019  4:12:52.765648|1560399172765693|8.020000
3|quicksort_left|bucketed|10|13 Jun 2019  4:13:00.790289|1560399180790341|0.000000
3|quicksort_left|bucketed|100|13 Jun 2019  4:13:00.790548|1560399180790585|0.001000
3|quicksort_left|bucketed|1000|13 Jun 2019  4:13:00.791878|1560399180791940|0.075000
3|quicksort_left|bucketed|10000|13 Jun 2019  4:13:00.867533|1560399180867576|7.539000
3|quicksort_right|constant|10|13 Jun 2019  4:13:08.413326|1560399188413383|0.000000
3|quicksort_right|constant|100|13 Jun 2019  4:13:08.413617|1560399188413660|0.001000
3|quicksort_right|constant|1000|13 Jun 2019  4:13:08.415200|1560399188415237|0.088000
3|quicksort_right|constant|10000|13 Jun 2019  4:13:08.503402|1560399188503446|8.295000
3|quicksort_right|sorted|10|13 Jun 2019  4:13:16.799099|1560399196799142|0.000000
3|quicksort_right|sorted|100|13 Jun 2019  4:13:16.799325|1560399196799359|0.002000
3|quicksort_right|sorted|1000|13 Jun 2019  4:13:16.800825|1560399196800862|0.091000
3|quicksort_right|sorted|10000|13 Jun 2019  4:13:16.892152|1560399196892222|6.611000
3|quicksort_right|reversed|10|13 Jun 2019  4:13:23.503960|1560399203503994|0.000000
3|quicksort_right|reversed|100|13 Jun 2019  4:13:23.504131|1560399203504161|0.001000
3|quicksort_right|reversed|1000|13 Jun 2019  4:13:23.505223|1560399203505249|0.068000
3|quicksort_right|reversed|10000|13 Jun 2019  4:13:23.573123|1560399203573154|5.725000
3|quicksort_right|random|10|13 Jun 2019  4:13:29.298820|1560399209298849|0.000000
3|quicksort_right|random|100|13 Jun 2019  4:13:29.298981|1560399209299005|0.001000
3|quicksort_right|random|1000|13 Jun 2019  4:13:29.299782|1560399209299808|0.045000
3|quicksort_right|random|10000|13 Jun 2019  4:13:29.346220|1560399209346256|4.341000
3|quicksort_right|interleaved|8|13 Jun 2019  4:13:33.690744|1560399213690768|0.000000
3|quicksort_right|interleaved|100|13 Jun 2019  4:13:33.690889|1560399213690913|0.001000
3|quicksort_right|interleaved|1000|13 Jun 2019  4:13:33.691653|1560399213691678|0.057000
3|quicksort_right|interleaved|10000|13 Jun 2019  4:13:33.749644|1560399213749685|4.785000
3|quicksort_right|bucketed|10|13 Jun 2019  4:13:38.537571|1560399218537592|0.000000
3|quicksort_right|bucketed|100|13 Jun 2019  4:13:38.537678|1560399218537696|0.000000
3|quicksort_right|bucketed|1000|13 Jun 2019  4:13:38.538327|1560399218538344|0.035000
3|quicksort_right|bucketed|10000|13 Jun 2019  4:13:38.573618|1560399218573642|3.807000
3|quicksort_random|constant|10|13 Jun 2019  4:13:42.385961|1560399222385996|0.000000
3|quicksort_random|constant|100|13 Jun 2019  4:13:42.386175|1560399222386203|0.001000
3|quicksort_random|constant|1000|13 Jun 2019  4:13:42.387335|1560399222387365|0.046000
3|quicksort_random|constant|10000|13 Jun 2019  4:13:42.433591|1560399222433613|4.047000
3|quicksort_random|sorted|10|13 Jun 2019  4:13:46.481150|1560399226481172|0.000000
3|quicksort_random|sorted|100|13 Jun 2019  4:13:46.481292|1560399226481309|0.001000
3|quicksort_random|sorted|1000|13 Jun 2019  4:13:46.481905|1560399226481924|0.035000
3|quicksort_random|sorted|10000|13 Jun 2019  4:13:46.516960|1560399226516982|3.590000
3|quicksort_random|reversed|10|13 Jun 2019  4:13:50.107733|1560399230107755|0.000000
3|quicksort_random|reversed|100|13 Jun 2019  4:13:50.107869|1560399230107887|0.000000
3|quicksort_random|reversed|1000|13 Jun 2019  4:13:50.108457|1560399230108475|0.046000
3|quicksort_random|reversed|10000|13 Jun 2019  4:13:50.153956|1560399230153980|8.298000
3|quicksort_random|random|10|13 Jun 2019  4:13:58.452534|1560399238452587|0.000000
3|quicksort_random|random|100|13 Jun 2019  4:13:58.452888|1560399238452932|0.001000
3|quicksort_random|random|1000|13 Jun 2019  4:13:58.454679|1560399238454727|0.097000
3|quicksort_random|random|10000|13 Jun 2019  4:13:58.552755|1560399238552832|9.436000
3|quicksort_random|interleaved|8|13 Jun 2019  4:14:07.997587|1560399247997659|0.000000
3|quicksort_random|interleaved|100|13 Jun 2019  4:14:07.998065|1560399247998129|0.002000
3|quicksort_random|interleaved|1000|13 Jun 2019  4:14:08.000421|1560399248000491|0.114000
3|quicksort_random|interleaved|10000|13 Jun 2019  4:14:08.115280|1560399248115334|6.699000
3|quicksort_random|bucketed|10|13 Jun 2019  4:14:14.816476|1560399254816497|0.001000
3|quicksort_random|bucketed|100|13 Jun 2019  4:14:14.816606|1560399254816622|0.000000
3|quicksort_random|bucketed|1000|13 Jun 2019  4:14:14.817177|1560399254817193|0.041000
3|quicksort_random|bucketed|10000|13 Jun 2019  4:14:14.858133|1560399254858155|3.374000
3|heapsort|constant|10|13 Jun 2019  4:14:18.235433|1560399258235459|0.000000
3|heapsort|constant|100|13 Jun 2019  4:14:18.235569|1560399258235587|0.000000
3|heapsort|constant|1000|13 Jun 2019  4:14:18.236264|1560399258236283|0.031000
3|heapsort|constant|10000|13 Jun 2019  4:14:18.267379|1560399258267400|3.091000
3|heapsort|sorted|10|13 Jun 2019  4:14:21.358257|1560399261358280|0.000000
3|heapsort|sorted|100|13 Jun 2019  4:14:21.358420|1560399261358439|0.001000
3|heapsort|sorted|1000|13 Jun 2019  4:14:21.359496|1560399261359512|0.045000
3|heapsort|sorted|10000|13 Jun 2019  4:14:21.404320|1560399261404341|3.288000
3|heapsort|reversed|10|13 Jun 2019  4:14:24.692773|1560399264692796|0.000000
3|heapsort|reversed|100|13 Jun 2019  4:14:24.692897|1560399264692914|0.001000
3|heapsort|reversed|1000|13 Jun 2019  4:14:24.694105|1560399264694153|0.046000
3|heapsort|reversed|10000|13 Jun 2019  4:14:24.739951|1560399264739972|4.407000
3|heapsort|random|10|13 Jun 2019  4:14:29.147388|1560399269147418|0.001000
3|heapsort|random|100|13 Jun 2019  4:14:29.147605|1560399269147629|0.001000
3|heapsort|random|1000|13 Jun 2019  4:14:29.149067|1560399269149094|0.056000
3|heapsort|random|10000|13 Jun 2019  4:14:29.205317|1560399269205346|5.125000
3|heapsort|interleaved|8|13 Jun 2019  4:14:34.338104|1560399274338137|0.000000
3|heapsort|interleaved|100|13 Jun 2019  4:14:34.338264|1560399274338287|0.001000
3|heapsort|interleaved|1000|13 Jun 2019  4:14:34.339513|1560399274339537|0.064000
3|heapsort|interleaved|10000|13 Jun 2019  4:14:34.403589|1560399274403623|5.728000
3|heapsort|bucketed|10|13 Jun 2019  4:14:40.134784|1560399280134817|0.000000
3|heapsort|bucketed|100|13 Jun 2019  4:14:40.134968|1560399280134992|0.001000
3|heapsort|bucketed|1000|13 Jun 2019  4:14:40.136446|1560399280136466|0.062000
3|heapsort|bucketed|10000|13 Jun 2019  4:14:40.199077|1560399280199112|5.380000
3|bucketsort|constant|10|13 Jun 2019  4:14:45.582893|1560399285582918|0.000000
3|bucketsort|constant|100|13 Jun 2019  4:14:45.583106|1560399285583130|0.001000
3|bucketsort|constant|1000|13 Jun 2019  4:14:45.583793|1560399285583809|0.050000
3|bucketsort|constant|10000|13 Jun 2019  4:14:45.634051|1560399285634083|5.293000
3|bucketsort|sorted|10|13 Jun 2019  4:14:50.928205|1560399290928247|0.000000
3|bucketsort|sorted|100|13 Jun 2019  4:14:50.928568|1560399290928601|0.001000
3|bucketsort|sorted|1000|13 Jun 2019  4:14:50.929857|1560399290929889|0.050000
3|bucketsort|sorted|10000|13 Jun 2019  4:14:50.980402|1560399290980444|5.203000
3|bucketsort|reversed|10|13 Jun 2019  4:14:56.183444|1560399296183469|0.001000
3|bucketsort|reversed|100|13 Jun 2019  4:14:56.183613|1560399296183632|0.000000
3|bucketsort|reversed|1000|13 Jun 2019  4:14:56.184378|1560399296184398|0.055000
3|bucketsort|reversed|10000|13 Jun 2019  4:14:56.239715|1560399296239744|5.221000
3|bucketsort|random|10|13 Jun 2019  4:15:01.461936|1560399301461977|0.000000
3|bucketsort|random|100|13 Jun 2019  4:15:01.462186|1560399301462211|0.001000
3|bucketsort|random|1000|13 Jun 2019  4:15:01.463175|1560399301463201|0.045000
3|bucketsort|random|10000|13 Jun 2019  4:15:01.509127|1560399301509162|4.753000
3|bucketsort|interleaved|8|13 Jun 2019  4:15:06.266132|1560399306266157|0.000000
3|bucketsort|interleaved|100|13 Jun 2019  4:15:06.266317|1560399306266342|0.001000
3|bucketsort|interleaved|1000|13 Jun 2019  4:15:06.267174|1560399306267200|0.055000
3|bucketsort|interleaved|10000|13 Jun 2019  4:15:06.322105|1560399306322140|4.964000
3|bucketsort|bucketed|10|13 Jun 2019  4:15:11.288309|1560399311288333|0.000000
3|bucketsort|bucketed|100|13 Jun 2019  4:15:11.288469|1560399311288487|0.001000
3|bucketsort|bucketed|1000|13 Jun 2019  4:15:11.289396|1560399311289417|0.052000
3|bucketsort|bucketed|10000|13 Jun 2019  4:15:11.341284|1560399311341320|5.780000
4|dummy_sort|constant|10|13 Jun 2019  4:15:17.166258|1560399317166306|0.000000
4|dummy_sort|constant|100|13 Jun 2019  4:15:17.166491|1560399317166528|0.001000
4|dummy_sort|constant|1000|13 Jun 2019  4:15:17.167395|1560399317167431|0.069000
4|dummy_sort|constant|10000|13 Jun 2019  4:15:17.236073|1560399317236116|7.016000
4|dummy_sort|sorted|10|13 Jun 2019  4:15:24.252635|1560399324252719|0.000000
4|dummy_sort|sorted|100|13 Jun 2019  4:15:24.252906|1560399324252942|0.001000
4|dummy_sort|sorted|1000|13 Jun 2019  4:15:24.253851|1560399324253887|0.072000
4|dummy_sort|sorted|10000|13 Jun 2019  4:15:24.326653|1560399324326713|7.359000
4|dummy_sort|reversed|10|13 Jun 2019  4:15:31.687135|1560399331687176|0.000000
4|dummy_sort|reversed|100|13 Jun 2019  4:15:31.687313|1560399331687346|0.001000
4|dummy_sort|reversed|1000|13 Jun 2019  4:15:31.688215|1560399331688251|0.072000
4|dummy_sort|reversed|10000|13 Jun 2019  4:15:31.760935|1560399331760985|7.656000
4|dummy_sort|random|10|13 Jun 2019  4:15:39.417299|1560399339417340|0.000000
4|dummy_sort|random|100|13 Jun 2019  4:15:39.417484|1560399339417518|0.001000
4|dummy_sort|random|1000|13 Jun 2019  4:15:39.418494|1560399339418530|0.074000
4|dummy_sort|random|10000|13 Jun 2019  4:15:39.492750|1560399339492797|7.445000
4|dummy_sort|interleaved|8|13 Jun 2019  4:15:46.945033|1560399346945093|0.000000
4|dummy_sort|interleaved|100|13 Jun 2019  4:15:46.945317|1560399346945367|0.001000
4|dummy_sort|interleaved|1000|13 Jun 2019  4:15:46.946635|1560399346946677|0.072000
4|dummy_sort|interleaved|10000|13 Jun 2019  4:15:47.019219|1560399347019264|7.490000
4|dummy_sort|bucketed|10|13 Jun 2019  4:15:54.514431|1560399354514477|0.001000
4|dummy_sort|bucketed|100|13 Jun 2019  4:15:54.514672|1560399354514707|0.001000
4|dummy_sort|bucketed|1000|13 Jun 2019  4:15:54.515720|1560399354515759|0.072000
4|dummy_sort|bucketed|10000|13 Jun 2019  4:15:54.589081|1560399354589148|7.475000
4|insertion_sort|constant|10|13 Jun 2019  4:16:02.070930|1560399362070976|0.000000
4|insertion_sort|constant|100|13 Jun 2019  4:16:02.071154|1560399362071190|0.001000
4|insertion_sort|constant|1000|13 Jun 2019  4:16:02.072329|1560399362072368|0.076000
4|insertion_sort|constant|10000|13 Jun 2019  4:16:02.148615|1560399362148660|7.455000
4|insertion_sort|sorted|10|13 Jun 2019  4:16:09.604775|1560399369604816|0.000000
4|insertion_sort|sorted|100|13 Jun 2019  4:16:09.604979|1560399369605014|0.001000
4|insertion_sort|sorted|1000|13 Jun 2019  4:16:09.606252|1560399369606312|0.086000
4|insertion_sort|sorted|10000|13 Jun 2019  4:16:09.691884|1560399369691929|7.258000
4|insertion_sort|reversed|10|13 Jun 2019  4:16:16.950869|1560399376950892|0.000000
4|insertion_sort|reversed|100|13 Jun 2019  4:16:16.951003|1560399376951027|0.001000
4|insertion_sort|reversed|1000|13 Jun 2019  4:16:16.951732|1560399376951751|0.056000
4|insertion_sort|reversed|10000|13 Jun 2019  4:16:17.007839|1560399377007864|5.182000
4|insertion_sort|random|10|13 Jun 2019  4:16:22.190476|1560399382190499|0.001000
4|insertion_sort|random|100|13 Jun 2019  4:16:22.190588|1560399382190605|0.000000
4|insertion_sort|random|1000|13 Jun 2019  4:16:22.191279|1560399382191298|0.058000
4|insertion_sort|random|10000|13 Jun 2019  4:16:22.249874|1560399382249899|4.823000
4|insertion_sort|interleaved|8|13 Jun 2019  4:16:27.076593|1560399387076616|0.000000
4|insertion_sort|interleaved|100|13 Jun 2019  4:16:27.076760|1560399387076784|0.000000
4|insertion_sort|interleaved|1000|13 Jun 2019  4:16:27.077476|1560399387077495|0.036000
4|insertion_sort|interleaved|10000|13 Jun 2019  4:16:27.113230|1560399387113252|3.947000
4|insertion_sort|bucketed|10|13 Jun 2019  4:16:31.061661|1560399391061682|0.000000
4|insertion_sort|bucketed|100|13 Jun 2019  4:16:31.061759|1560399391061774|0.000000
4|insertion_sort|bucketed|1000|13 Jun 2019  4:16:31.062474|1560399391062491|0.045000
4|insertion_sort|bucketed|10000|13 Jun 2019  4:16:31.107529|1560399391107551|3.794000
4|quicksort_left|constant|10|13 Jun 2019  4:16:34.905467|1560399394905488|0.001000
4|quicksort_left|constant|100|13 Jun 2019  4:16:34.905588|1560399394905606|0.000000
4|quicksort_left|constant|1000|13 Jun 2019  4:16:34.906139|1560399394906155|0.047000
4|quicksort_left|constant|10000|13 Jun 2019  4:16:34.953695|1560399394953717|3.472000
4|quicksort_left|sorted|10|13 Jun 2019  4:16:38.426865|1560399398426886|0.000000
4|quicksort_left|sorted|100|13 Jun 2019  4:16:38.426961|1560399398426976|0.000000
4|quicksort_left|sorted|1000|13 Jun 2019  4:16:38.427480|1560399398427496|0.046000
4|quicksort_left|sorted|10000|13 Jun 2019  4:16:38.473556|1560399398473577|4.719000
4|quicksort_left|reversed|10|13 Jun 2019  4:16:43.193424|1560399403193454|0.000000
4|quicksort_left|reversed|100|13 Jun 2019  4:16:43.193563|1560399403193586|0.000000
4|quicksort_left|reversed|1000|13 Jun 2019  4:16:43.194502|1560399403194529|0.051000
4|quicksort_left|reversed|10000|13 Jun 2019  4:16:43.245267|1560399403245299|5.080000
4|quicksort_left|random|10|13 Jun 2019  4:16:48.324983|1560399408325005|0.000000
4|quicksort_left|random|100|13 Jun 2019  4:16:48.325090|1560399408325106|0.001000
4|quicksort_left|random|1000|13 Jun 2019  4:16:48.325624|1560399408325645|0.056000
4|quicksort_left|random|10000|13 Jun 2019  4:16:48.382201|1560399408382237|4.009000
4|quicksort_left|interleaved|8|13 Jun 2019  4:16:52.394927|1560399412394959|0.000000
4|quicksort_left|interleaved|100|13 Jun 2019  4:16:52.395072|1560399412395096|0.001000
4|quicksort_left|interleaved|1000|13 Jun 2019  4:16:52.395827|1560399412395858|0.039000
4|quicksort_left|interleaved|10000|13 Jun 2019  4:16:52.435333|1560399412435362|4.481000
4|quicksort_left|bucketed|10|13 Jun 2019  4:16:56.918636|1560399416918659|0.000000
4|quicksort_left|bucketed|100|13 Jun 2019  4:16:56.918749|1560399416918767|0.000000
4|quicksort_left|bucketed|1000|13 Jun 2019  4:16:56.919450|1560399416919476|0.040000
4|quicksort_left|bucketed|10000|13 Jun 2019  4:16:56.959317|1560399416959337|9.212000
4|quicksort_right|constant|10|13 Jun 2019  4:17:06.179213|1560399426179267|0.000000
4|quicksort_right|constant|100|13 Jun 2019  4:17:06.179456|1560399426179500|0.002000
4|quicksort_right|constant|1000|13 Jun 2019  4:17:06.181043|1560399426181089|0.095000
4|quicksort_right|constant|10000|13 Jun 2019  4:17:06.276158|1560399426276217|9.666000
4|quicksort_right|sorted|10|13 Jun 2019  4:17:15.942582|1560399435942633|0.000000
4|quicksort_right|sorted|100|13 Jun 2019  4:17:15.942814|1560399435942858|0.001000
4|quicksort_right|sorted|1000|13 Jun 2019  4:17:15.944506|1560399435944551|0.099000
4|quicksort_right|sorted|10000|13 Jun 2019  4:17:16.044231|1560399436044302|4.335000
4|quicksort_right|reversed|10|13 Jun 2019  4:17:20.379916|1560399440379936|0.000000
4|quicksort_right|reversed|100|13 Jun 2019  4:17:20.380011|1560399440380026|0.001000
4|quicksort_right|reversed|1000|13 Jun 2019  4:17:20.380689|1560399440380716|0.037000
4|quicksort_right|reversed|10000|13 Jun 2019  4:17:20.417951|1560399440417973|3.951000
4|quicksort_right|random|10|13 Jun 2019  4:17:24.369529|1560399444369553|0.000000
4|quicksort_right|random|100|13 Jun 2019  4:17:24.369663|1560399444369684|0.000000
4|quicksort_right|random|1000|13 Jun 2019  4:17:24.370254|1560399444370270|0.043000
4|quicksort_right|random|10000|13 Jun 2019  4:17:24.413819|1560399444413844|3.527000
4|quicksort_right|interleaved|8|13 Jun 2019  4:17:27.943859|1560399447943881|0.000000
4|quicksort_right|interleaved|100|13 Jun 2019  4:17:27.943956|1560399447943971|0.000000
4|quicksort_right|interleaved|1000|13 Jun 2019  4:17:27.944510|1560399447944544|0.039000
4|quicksort_right|interleaved|10000|13 Jun 2019  4:17:27.983206|1560399447983232|4.205000
4|quicksort_right|bucketed|10|13 Jun 2019  4:17:32.190342|1560399452190363|0.000000
4|quicksort_right|bucketed|100|13 Jun 2019  4:17:32.190442|1560399452190457|0.001000
4|quicksort_right|bucketed|1000|13 Jun 2019  4:17:32.191052|1560399452191074|0.049000
4|quicksort_right|bucketed|10000|13 Jun 2019  4:17:32.240301|1560399452240334|4.707000
4|quicksort_random|constant|10|13 Jun 2019  4:17:36.951673|1560399456951707|0.000000
4|quicksort_random|constant|100|13 Jun 2019  4:17:36.951878|1560399456951903|0.001000
4|quicksort_random|constant|1000|13 Jun 2019  4:17:36.952926|1560399456952953|0.062000
4|quicksort_random|constant|10000|13 Jun 2019  4:17:37.015776|1560399457015807|4.833000
4|quicksort_random|sorted|10|13 Jun 2019  4:17:41.849354|1560399461849391|0.000000
4|quicksort_random|sorted|100|13 Jun 2019  4:17:41.849516|1560399461849534|0.001000
4|quicksort_random|sorted|1000|13 Jun 2019  4:17:41.850054|1560399461850070|0.034000
4|quicksort_random|sorted|10000|13 Jun 2019  4:17:41.884814|1560399461884838|4.001000
4|quicksort_random|reversed|10|13 Jun 2019  4:17:45.887049|1560399465887087|0.000000
4|quicksort_random|reversed|100|13 Jun 2019  4:17:45.887260|1560399465887285|0.001000
4|quicksort_random|reversed|1000|13 Jun 2019  4:17:45.888273|1560399465888310|0.044000
4|quicksort_random|reversed|10000|13 Jun 2019  4:17:45.932428|1560399465932461|4.155000
4|quicksort_random|random|10|13 Jun 2019  4:17:50.087767|1560399470087791|0.000000
4|quicksort_random|random|100|13 Jun 2019  4:17:50.087912|1560399470087930|0.000000
4|quicksort_random|random|1000|13 Jun 2019  4:17:50.088555|1560399470088574|0.039000
4|quicksort_random|random|10000|13 Jun 2019  4:17:50.128883|1560399470128906|3.725000
4|quicksort_random|interleaved|8|13 Jun 2019  4:17:53.856934|1560399473856958|0.000000
4|quicksort_random|interleaved|100|13 Jun 2019  4:17:53.857071|1560399473857089|0.001000
4|quicksort_random|interleaved|1000|13 Jun 2019  4:17:53.857642|1560399473857658|0.043000
