procs|alg|input|items|utc|ts|duration
4|quicksort_random|interleaved|10000|13 Jun 2019  4:17:53.901226|1560399473901279|3.864000
4|quicksort_random|bucketed|10|13 Jun 2019  4:17:57.767499|1560399477767523|0.001000
4|quicksort_random|bucketed|100|13 Jun 2019  4:17:57.767652|1560399477767670|0.000000
4|quicksort_random|bucketed|1000|13 Jun 2019  4:17:57.768660|1560399477768695|0.050000
4|quicksort_random|bucketed|10000|13 Jun 2019  4:17:57.819830|1560399477819862|3.842000
4|heapsort|constant|10|13 Jun 2019  4:18:01.666365|1560399481666397|0.000000
4|heapsort|constant|100|13 Jun 2019  4:18:01.666533|1560399481666557|0.000000
4|heapsort|constant|1000|13 Jun 2019  4:18:01.667449|1560399481667474|0.040000
4|heapsort|constant|10000|13 Jun 2019  4:18:01.707196|1560399481707227|3.239000
4|heapsort|sorted|10|13 Jun 2019  4:18:04.946478|1560399484946508|0.001000
4|heapsort|sorted|100|13 Jun 2019  4:18:04.946656|1560399484946680|0.001000
4|heapsort|sorted|1000|13 Jun 2019  4:18:04.947958|1560399484947977|0.054000
4|heapsort|sorted|10000|13 Jun 2019  4:18:05.002685|1560399485002710|3.990000
4|heapsort|reversed|10|13 Jun 2019  4:18:08.993847|1560399488993867|0.000000
4|heapsort|reversed|100|13 Jun 2019  4:18:08.993961|1560399488993976|0.001000
4|heapsort|reversed|1000|13 Jun 2019  4:18:08.995066|1560399488995115|0.049000
4|heapsort|reversed|10000|13 Jun 2019  4:18:09.044361|1560399489044383|4.148000
4|heapsort|random|10|13 Jun 2019  4:18:13.192422|1560399493192443|0.000000
4|heapsort|random|100|13 Jun 2019  4:18:13.192544|1560399493192559|0.001000
4|heapsort|random|1000|13 Jun 2019  4:18:13.194169|1560399493194217|0.051000
4|heapsort|random|10000|13 Jun 2019  4:18:13.245738|1560399493245761|4.099000
4|heapsort|interleaved|8|13 Jun 2019  4:18:17.348387|1560399497348410|0.000000
4|heapsort|interleaved|100|13 Jun 2019  4:18:17.348513|1560399497348531|0.002000
4|heapsort|interleaved|1000|13 Jun 2019  4:18:17.349773|1560399497349800|0.050000
4|heapsort|interleaved|10000|13 Jun 2019  4:18:17.400316|1560399497400347|6.477000
4|heapsort|bucketed|10|13 Jun 2019  4:18:23.880968|1560399503881010|0.000000
4|heapsort|bucketed|100|13 Jun 2019  4:18:23.881208|1560399503881242|0.002000
4|heapsort|bucketed|1000|13 Jun 2019  4:18:23.883344|1560399503883381|0.083000
4|heapsort|bucketed|10000|13 Jun 2019  4:18:23.966456|1560399503966502|7.323000
4|bucketsort|constant|10|13 Jun 2019  4:18:31.295462|1560399511295502|0.001000
4|bucketsort|constant|100|13 Jun 2019  4:18:31.295716|1560399511295747|0.001000
4|bucketsort|constant|1000|13 Jun 2019  4:18:31.297079|1560399511297113|0.077000
4|bucketsort|constant|10000|13 Jun 2019  4:18:31.373954|1560399511373998|7.284000
4|bucketsort|sorted|10|13 Jun 2019  4:18:38.659429|1560399518659471|0.001000
4|bucketsort|sorted|100|13 Jun 2019  4:18:38.659696|1560399518659730|0.001000
4|bucketsort|sorted|1000|13 Jun 2019  4:18:38.661154|1560399518661191|0.078000
4|bucketsort|sorted|10000|13 Jun 2019  4:18:38.739647|1560399518739690|7.606000
4|bucketsort|reversed|10|13 Jun 2019  4:18:46.346308|1560399526346349|0.000000
4|bucketsort|reversed|100|13 Jun 2019  4:18:46.346561|1560399526346595|0.001000
4|bucketsort|reversed|1000|13 Jun 2019  4:18:46.347979|1560399526348015|0.082000
4|bucketsort|reversed|10000|13 Jun 2019  4:18:46.430121|1560399526430164|7.884000
4|bucketsort|random|10|13 Jun 2019  4:18:54.314746|1560399534314783|0.000000
4|bucketsort|random|100|13 Jun 2019  4:18:54.314984|1560399534315015|0.001000
4|bucketsort|random|1000|13 Jun 2019  4:18:54.316270|1560399534316302|0.076000
4|bucketsort|random|10000|13 Jun 2019  4:18:54.392775|1560399534392821|7.477000
4|bucketsort|interleaved|8|13 Jun 2019  4:19:01.876610|1560399541876672|0.000000
4|bucketsort|interleaved|100|13 Jun 2019  4:19:01.876872|1560399541876907|0.001000
4|bucketsort|interleaved|1000|13 Jun 2019  4:19:01.878291|1560399541878328|0.079000
4|bucketsort|interleaved|10000|13 Jun 2019  4:19:01.958082|1560399541958125|7.990000
4|bucketsort|bucketed|10|13 Jun 2019  4:19:09.952717|1560399549952778|0.000000
4|bucketsort|bucketed|100|13 Jun 2019  4:19:09.953108|1560399549953162|0.001000
4|bucketsort|bucketed|1000|13 Jun 2019  4:19:09.954636|1560399549954673|0.078000
4|bucketsort|bucketed|10000|13 Jun 2019  4:19:10.034271|1560399550034319|7.555000
5|dummy_sort|constant|10|13 Jun 2019  4:19:17.637839|1560399557637885|0.000000
5|dummy_sort|constant|100|13 Jun 2019  4:19:17.638030|1560399557638064|0.001000
5|dummy_sort|constant|1000|13 Jun 2019  4:19:17.638973|1560399557639010|0.066000
5|dummy_sort|constant|10000|13 Jun 2019  4:19:17.705314|1560399557705356|4.429000
5|dummy_sort|sorted|10|13 Jun 2019  4:19:22.134877|1560399562134897|0.000000
5|dummy_sort|sorted|100|13 Jun 2019  4:19:22.134973|1560399562134988|0.000000
5|dummy_sort|sorted|1000|13 Jun 2019  4:19:22.135361|1560399562135377|0.032000
5|dummy_sort|sorted|10000|13 Jun 2019  4:19:22.167310|1560399562167332|3.329000
5|dummy_sort|reversed|10|13 Jun 2019  4:19:25.496011|1560399565496031|0.000000
5|dummy_sort|reversed|100|13 Jun 2019  4:19:25.496109|1560399565496126|0.001000
5|dummy_sort|reversed|1000|13 Jun 2019  4:19:25.496739|1560399565496756|0.032000
5|dummy_sort|reversed|10000|13 Jun 2019  4:19:25.528990|1560399565529012|3.712000
5|dummy_sort|random|10|13 Jun 2019  4:19:29.241507|1560399569241546|0.000000
5|dummy_sort|random|100|13 Jun 2019  4:19:29.241723|1560399569241765|0.000000
5|dummy_sort|random|1000|13 Jun 2019  4:19:29.242561|1560399569242595|0.057000
5|dummy_sort|random|10000|13 Jun 2019  4:19:29.300277|1560399569300316|4.671000
5|dummy_sort|interleaved|8|13 Jun 2019  4:19:33.974673|1560399573974701|0.000000
5|dummy_sort|interleaved|100|13 Jun 2019  4:19:33.974816|1560399573974837|0.000000
5|dummy_sort|interleaved|1000|13 Jun 2019  4:19:33.975499|1560399573975520|0.039000
5|dummy_sort|interleaved|10000|13 Jun 2019  4:19:34.014101|1560399574014129|4.422000
5|dummy_sort|bucketed|10|13 Jun 2019  4:19:38.439180|1560399578439223|0.000000
5|dummy_sort|bucketed|100|13 Jun 2019  4:19:38.439338|1560399578439362|0.001000
5|dummy_sort|bucketed|1000|13 Jun 2019  4:19:38.439945|1560399578439971|0.043000
5|dummy_sort|bucketed|10000|13 Jun 2019  4:19:38.484127|1560399578484172|4.380000
5|insertion_sort|constant|10|13 Jun 2019  4:19:42.867005|1560399582867028|0.000000
5|insertion_sort|constant|100|13 Jun 2019  4:19:42.867111|1560399582867129|0.001000
5|insertion_sort|constant|1000|13 Jun 2019  4:19:42.867676|1560399582867704|0.049000
5|insertion_sort|constant|10000|13 Jun 2019  4:19:42.917165|1560399582917207|4.177000
5|insertion_sort|sorted|10|13 Jun 2019  4:19:47.094304|1560399587094325|0.000000
5|insertion_sort|sorted|100|13 Jun 2019  4:19:47.094411|1560399587094427|0.001000
5|insertion_sort|sorted|1000|13 Jun 2019  4:19:47.094904|1560399587094921|0.037000
5|insertion_sort|sorted|10000|13 Jun 2019  4:19:47.132074|1560399587132098|3.660000
5|insertion_sort|reversed|10|13 Jun 2019  4:19:50.792942|1560399590792972|0.000000
5|insertion_sort|reversed|100|13 Jun 2019  4:19:50.793076|1560399590793100|0.001000
5|insertion_sort|reversed|1000|13 Jun 2019  4:19:50.793790|1560399590793824|0.039000
5|insertion_sort|reversed|10000|13 Jun 2019  4:19:50.833654|1560399590833676|4.229000
5|insertion_sort|random|10|13 Jun 2019  4:19:55.062893|1560399595062915|0.000000
5|insertion_sort|random|100|13 Jun 2019  4:19:55.063000|1560399595063016|0.000000
5|insertion_sort|random|1000|13 Jun 2019  4:19:55.063564|1560399595063581|0.037000
5|insertion_sort|random|10000|13 Jun 2019  4:19:55.101342|1560399595101364|3.956000
5|insertion_sort|interleaved|8|13 Jun 2019  4:19:59.060701|1560399599060724|0.000000
5|insertion_sort|interleaved|100|13 Jun 2019  4:19:59.060816|1560399599060834|0.000000
5|insertion_sort|interleaved|1000|13 Jun 2019  4:19:59.061359|1560399599061376|0.037000
5|insertion_sort|interleaved|10000|13 Jun 2019  4:19:59.098273|1560399599098296|3.654000
5|insertion_sort|bucketed|10|13 Jun 2019  4:20:02.754072|1560399602754099|0.000000
5|insertion_sort|bucketed|100|13 Jun 2019  4:20:02.754206|1560399602754231|0.001000
5|insertion_sort|bucketed|1000|13 Jun 2019  4:20:02.754934|1560399602754957|0.044000
5|insertion_sort|bucketed|10000|13 Jun 2019  4:20:02.799577|1560399602799600|3.836000
5|quicksort_left|constant|10|13 Jun 2019  4:20:06.638736|1560399606638760|0.000000
5|quicksort_left|constant|100|13 Jun 2019  4:20:06.638848|1560399606638866|0.000000
5|quicksort_left|constant|1000|13 Jun 2019  4:20:06.639428|1560399606639447|0.040000
5|quicksort_left|constant|10000|13 Jun 2019  4:20:06.679837|1560399606679859|3.469000
5|quicksort_left|sorted|10|13 Jun 2019  4:20:10.149661|1560399610149682|0.000000
5|quicksort_left|sorted|100|13 Jun 2019  4:20:10.149760|1560399610149775|0.000000
5|quicksort_left|sorted|1000|13 Jun 2019  4:20:10.150278|1560399610150294|0.042000
5|quicksort_left|sorted|10000|13 Jun 2019  4:20:10.191890|1560399610191915|3.515000
5|quicksort_left|reversed|10|13 Jun 2019  4:20:13.707904|1560399613707929|0.000000
5|quicksort_left|reversed|100|13 Jun 2019  4:20:13.708016|1560399613708033|0.001000
5|quicksort_left|reversed|1000|13 Jun 2019  4:20:13.708620|1560399613708638|0.043000
5|quicksort_left|reversed|10000|13 Jun 2019  4:20:13.752001|1560399613752025|3.845000
5|quicksort_left|random|10|13 Jun 2019  4:20:17.597857|1560399617597881|0.000000
5|quicksort_left|random|100|13 Jun 2019  4:20:17.597974|1560399617597992|0.000000
5|quicksort_left|random|1000|13 Jun 2019  4:20:17.598604|1560399617598629|0.041000
5|quicksort_left|random|10000|13 Jun 2019  4:20:17.640012|1560399617640034|3.326000
5|quicksort_left|interleaved|8|13 Jun 2019  4:20:20.969501|1560399620969521|0.001000
5|quicksort_left|interleaved|100|13 Jun 2019  4:20:20.969624|1560399620969642|0.000000
5|quicksort_left|interleaved|1000|13 Jun 2019  4:20:20.970179|1560399620970195|0.041000
5|quicksort_left|interleaved|10000|13 Jun 2019  4:20:21.011264|1560399621011286|6.800000
5|quicksort_left|bucketed|10|13 Jun 2019  4:20:27.814945|1560399627814987|0.000000
5|quicksort_left|bucketed|100|13 Jun 2019  4:20:27.815141|1560399627815174|0.001000
5|quicksort_left|bucketed|1000|13 Jun 2019  4:20:27.816263|1560399627816300|0.071000
5|quicksort_left|bucketed|10000|13 Jun 2019  4:20:27.888332|1560399627888375|7.153000
5|quicksort_right|constant|10|13 Jun 2019  4:20:35.046789|1560399635046831|0.000000
5|quicksort_right|constant|100|13 Jun 2019  4:20:35.046996|1560399635047030|0.001000
5|quicksort_right|constant|1000|13 Jun 2019  4:20:35.048176|1560399635048213|0.077000
5|quicksort_right|constant|10000|13 Jun 2019  4:20:35.125621|1560399635125664|7.225000
5|quicksort_right|sorted|10|13 Jun 2019  4:20:42.352055|1560399642352096|0.000000
5|quicksort_right|sorted|100|13 Jun 2019  4:20:42.352265|1560399642352300|0.001000
5|quicksort_right|sorted|1000|13 Jun 2019  4:20:42.353597|1560399642353633|0.078000
5|quicksort_right|sorted|10000|13 Jun 2019  4:20:42.432751|1560399642432797|7.594000
5|quicksort_right|reversed|10|13 Jun 2019  4:20:50.027369|1560399650027412|0.000000
5|quicksort_right|reversed|100|13 Jun 2019  4:20:50.027556|1560399650027590|0.001000
5|quicksort_right|reversed|1000|13 Jun 2019  4:20:50.028795|1560399650028831|0.081000
5|quicksort_right|reversed|10000|13 Jun 2019  4:20:50.110614|1560399650110684|7.860000
5|quicksort_right|random|10|13 Jun 2019  4:20:57.971729|1560399657971769|0.000000
5|quicksort_right|random|100|13 Jun 2019  4:20:57.971949|1560399657971984|0.001000
5|quicksort_right|random|1000|13 Jun 2019  4:20:57.973217|1560399657973254|0.075000
5|quicksort_right|random|10000|13 Jun 2019  4:20:58.048838|1560399658048886|7.143000
5|quicksort_right|interleaved|8|13 Jun 2019  4:21:05.198532|1560399665198576|0.000000
5|quicksort_right|interleaved|100|13 Jun 2019  4:21:05.198735|1560399665198770|0.001000
5|quicksort_right|interleaved|1000|13 Jun 2019  4:21:05.199938|1560399665199975|0.078000
5|quicksort_right|interleaved|10000|13 Jun 2019  4:21:05.278622|1560399665278665|7.529000
5|quicksort_right|bucketed|10|13 Jun 2019  4:21:12.812636|1560399672812697|0.000000
5|quicksort_right|bucketed|100|13 Jun 2019  4:21:12.812854|1560399672812888|0.001000
5|quicksort_right|bucketed|1000|13 Jun 2019  4:21:12.814040|1560399672814077|0.074000
5|quicksort_right|bucketed|10000|13 Jun 2019  4:21:12.888287|1560399672888330|7.133000
5|quicksort_random|constant|10|13 Jun 2019  4:21:20.027106|1560399680027148|0.000000
5|quicksort_random|constant|100|13 Jun 2019  4:21:20.027369|1560399680027403|0.002000
5|quicksort_random|constant|1000|13 Jun 2019  4:21:20.028738|1560399680028775|0.078000
5|quicksort_random|constant|10000|13 Jun 2019  4:21:20.106940|1560399680106983|4.904000
5|quicksort_random|sorted|10|13 Jun 2019  4:21:25.011368|1560399685011388|0.000000
5|quicksort_random|sorted|100|13 Jun 2019  4:21:25.011507|1560399685011522|0.001000
5|quicksort_random|sorted|1000|13 Jun 2019  4:21:25.012043|1560399685012059|0.040000
5|quicksort_random|sorted|10000|13 Jun 2019  4:21:25.052769|1560399685052793|3.194000
5|quicksort_random|reversed|10|13 Jun 2019  4:21:28.247061|1560399688247082|0.000000
5|quicksort_random|reversed|100|13 Jun 2019  4:21:28.247186|1560399688247202|0.001000
5|quicksort_random|reversed|1000|13 Jun 2019  4:21:28.247726|1560399688247742|0.033000
5|quicksort_random|reversed|10000|13 Jun 2019  4:21:28.281177|1560399688281201|3.364000
5|quicksort_random|random|10|13 Jun 2019  4:21:31.645340|1560399691645360|0.000000
5|quicksort_random|random|100|13 Jun 2019  4:21:31.645468|1560399691645484|0.001000
5|quicksort_random|random|1000|13 Jun 2019  4:21:31.646173|1560399691646199|0.040000
5|quicksort_random|random|10000|13 Jun 2019  4:21:31.686163|1560399691686185|3.271000
5|quicksort_random|interleaved|8|13 Jun 2019  4:21:34.960584|1560399694960607|0.000000
5|quicksort_random|interleaved|100|13 Jun 2019  4:21:34.960708|1560399694960723|0.000000
5|quicksort_random|interleaved|1000|13 Jun 2019  4:21:34.961282|1560399694961298|0.042000
5|quicksort_random|interleaved|10000|13 Jun 2019  4:21:35.003816|1560399695003837|3.395000
5|quicksort_random|bucketed|10|13 Jun 2019  4:21:38.401193|1560399698401213|0.000000
5|quicksort_random|bucketed|100|13 Jun 2019  4:21:38.401330|1560399698401345|0.001000
5|quicksort_random|bucketed|1000|13 Jun 2019  4:21:38.401904|1560399698401921|0.031000
5|quicksort_random|bucketed|10000|13 Jun 2019  4:21:38.433814|1560399698433835|3.291000
5|heapsort|constant|10|13 Jun 2019  4:21:41.728903|1560399701728947|0.000000
5|heapsort|constant|100|13 Jun 2019  4:21:41.729138|1560399701729165|0.001000
5|heapsort|constant|1000|13 Jun 2019  4:21:41.730089|1560399701730115|0.037000
5|heapsort|constant|10000|13 Jun 2019  4:21:41.767033|1560399701767054|3.055000
5|heapsort|sorted|10|13 Jun 2019  4:21:44.822977|1560399704823000|0.000000
5|heapsort|sorted|100|13 Jun 2019  4:21:44.823120|1560399704823138|0.001000
5|heapsort|sorted|1000|13 Jun 2019  4:21:44.824110|1560399704824130|0.045000
5|heapsort|sorted|10000|13 Jun 2019  4:21:44.869668|1560399704869696|3.267000
5|heapsort|reversed|10|13 Jun 2019  4:21:48.137473|1560399708137493|0.001000
5|heapsort|reversed|100|13 Jun 2019  4:21:48.137598|1560399708137614|0.000000
5|heapsort|reversed|1000|13 Jun 2019  4:21:48.138599|1560399708138625|0.044000
5|heapsort|reversed|10000|13 Jun 2019  4:21:48.182845|1560399708182867|3.484000
5|heapsort|random|10|13 Jun 2019  4:21:51.667126|1560399711667146|0.000000
5|heapsort|random|100|13 Jun 2019  4:21:51.667248|1560399711667263|0.001000
5|heapsort|random|1000|13 Jun 2019  4:21:51.668412|1560399711668455|0.044000
5|heapsort|random|10000|13 Jun 2019  4:21:51.712415|1560399711712436|3.408000
5|heapsort|interleaved|8|13 Jun 2019  4:21:55.123504|1560399715123527|0.001000
5|heapsort|interleaved|100|13 Jun 2019  4:21:55.123632|1560399715123648|0.001000
5|heapsort|interleaved|1000|13 Jun 2019  4:21:55.124619|1560399715124636|0.040000
5|heapsort|interleaved|10000|13 Jun 2019  4:21:55.165616|1560399715165637|3.554000
5|heapsort|bucketed|10|13 Jun 2019  4:21:58.721672|1560399718721692|0.000000
5|heapsort|bucketed|100|13 Jun 2019  4:21:58.721792|1560399718721807|0.001000
5|heapsort|bucketed|1000|13 Jun 2019  4:21:58.722802|1560399718722822|0.048000
5|heapsort|bucketed|10000|13 Jun 2019  4:21:58.771430|1560399718771451|3.829000
5|bucketsort|constant|10|13 Jun 2019  4:22:02.602999|1560399722603020|0.000000
5|bucketsort|constant|100|13 Jun 2019  4:22:02.603124|1560399722603139|0.001000
5|bucketsort|constant|1000|13 Jun 2019  4:22:02.603965|1560399722603982|0.035000
5|bucketsort|constant|10000|13 Jun 2019  4:22:02.639452|1560399722639484|3.377000
5|bucketsort|sorted|10|13 Jun 2019  4:22:06.016719|1560399726016743|0.000000
5|bucketsort|sorted|100|13 Jun 2019  4:22:06.016864|1560399726016882|0.000000
5|bucketsort|sorted|1000|13 Jun 2019  4:22:06.017577|1560399726017596|0.039000
5|bucketsort|sorted|10000|13 Jun 2019  4:22:06.057159|1560399726057181|3.788000
5|bucketsort|reversed|10|13 Jun 2019  4:22:09.845370|1560399729845394|0.000000
5|bucketsort|reversed|100|13 Jun 2019  4:22:09.845513|1560399729845528|0.001000
5|bucketsort|reversed|1000|13 Jun 2019  4:22:09.846163|1560399729846179|0.045000
5|bucketsort|reversed|10000|13 Jun 2019  4:22:09.891508|1560399729891530|3.749000
5|bucketsort|random|10|13 Jun 2019  4:22:13.640214|1560399733640235|0.000000
5|bucketsort|random|100|13 Jun 2019  4:22:13.640348|1560399733640363|0.001000
5|bucketsort|random|1000|13 Jun 2019  4:22:13.641229|1560399733641254|0.035000
5|bucketsort|random|10000|13 Jun 2019  4:22:13.676127|1560399733676153|3.484000
5|bucketsort|interleaved|8|13 Jun 2019  4:22:17.162804|1560399737162826|0.000000
5|bucketsort|interleaved|100|13 Jun 2019  4:22:17.162942|1560399737162957|0.001000
5|bucketsort|interleaved|1000|13 Jun 2019  4:22:17.163669|1560399737163688|0.035000
5|bucketsort|interleaved|10000|13 Jun 2019  4:22:17.199218|1560399737199239|3.573000
5|bucketsort|bucketed|10|13 Jun 2019  4:22:20.774762|1560399740774786|0.000000
5|bucketsort|bucketed|100|13 Jun 2019  4:22:20.774913|1560399740774931|0.001000
5|bucketsort|bucketed|1000|13 Jun 2019  4:22:20.775635|1560399740775654|0.040000
5|bucketsort|bucketed|10000|13 Jun 2019  4:22:20.816340|1560399740816369|3.493000
6|dummy_sort|constant|10|13 Jun 2019  4:22:24.341176|1560399744341208|0.000000
6|dummy_sort|constant|100|13 Jun 2019  4:22:24.341356|1560399744341380|0.001000
6|dummy_sort|constant|1000|13 Jun 2019  4:22:24.341849|1560399744341867|0.033000
6|dummy_sort|constant|10000|13 Jun 2019  4:22:24.375187|1560399744375209|6.470000
6|dummy_sort|sorted|10|13 Jun 2019  4:22:30.846142|1560399750846183|0.000000
6|dummy_sort|sorted|100|13 Jun 2019  4:22:30.846350|1560399750846384|0.001000
6|dummy_sort|sorted|1000|13 Jun 2019  4:22:30.847251|1560399750847287|0.069000
6|dummy_sort|sorted|10000|13 Jun 2019  4:22:30.916250|1560399750916293|6.948000
6|dummy_sort|reversed|10|13 Jun 2019  4:22:37.864322|1560399757864365|0.000000
6|dummy_sort|reversed|100|13 Jun 2019  4:22:37.864533|1560399757864567|0.000000
6|dummy_sort|reversed|1000|13 Jun 2019  4:22:37.865457|1560399757865492|0.072000
6|dummy_sort|reversed|10000|13 Jun 2019  4:22:37.936962|1560399757937005|7.543000
6|dummy_sort|random|10|13 Jun 2019  4:22:45.480378|1560399765480420|0.000000
6|dummy_sort|random|100|13 Jun 2019  4:22:45.480599|1560399765480634|0.001000
6|dummy_sort|random|1000|13 Jun 2019  4:22:45.481694|1560399765481731|0.072000
6|dummy_sort|random|10000|13 Jun 2019  4:22:45.554861|1560399765554905|7.323000
6|dummy_sort|interleaved|8|13 Jun 2019  4:22:52.884105|1560399772884147|0.000000
6|dummy_sort|interleaved|100|13 Jun 2019  4:22:52.884317|1560399772884352|0.001000
6|dummy_sort|interleaved|1000|13 Jun 2019  4:22:52.885292|1560399772885328|0.070000
6|dummy_sort|interleaved|10000|13 Jun 2019  4:22:52.956060|1560399772956103|7.177000
6|dummy_sort|bucketed|10|13 Jun 2019  4:23:00.137801|1560399780137850|0.000000
6|dummy_sort|bucketed|100|13 Jun 2019  4:23:00.138077|1560399780138122|0.001000
6|dummy_sort|bucketed|1000|13 Jun 2019  4:23:00.139549|1560399780139601|0.073000
6|dummy_sort|bucketed|10000|13 Jun 2019  4:23:00.213393|1560399780213436|7.151000
6|insertion_sort|constant|10|13 Jun 2019  4:23:07.369800|1560399787369843|0.000000
6|insertion_sort|constant|100|13 Jun 2019  4:23:07.370031|1560399787370065|0.001000
6|insertion_sort|constant|1000|13 Jun 2019  4:23:07.371239|1560399787371278|0.071000
6|insertion_sort|constant|10000|13 Jun 2019  4:23:07.442759|1560399787442802|6.986000
6|insertion_sort|sorted|10|13 Jun 2019  4:23:14.429322|1560399794429363|0.000000
6|insertion_sort|sorted|100|13 Jun 2019  4:23:14.429531|1560399794429565|0.000000
6|insertion_sort|sorted|1000|13 Jun 2019  4:23:14.430614|1560399794430651|0.074000
6|insertion_sort|sorted|10000|13 Jun 2019  4:23:14.505365|1560399794505411|7.289000
6|insertion_sort|reversed|10|13 Jun 2019  4:23:21.794399|1560399801794440|0.001000
6|insertion_sort|reversed|100|13 Jun 2019  4:23:21.794634|1560399801794668|0.001000
6|insertion_sort|reversed|1000|13 Jun 2019  4:23:21.795671|1560399801795707|0.075000
6|insertion_sort|reversed|10000|13 Jun 2019  4:23:21.871620|1560399801871665|5.758000
6|insertion_sort|random|10|13 Jun 2019  4:23:27.630822|1560399807630843|0.000000
6|insertion_sort|random|100|13 Jun 2019  4:23:27.630931|1560399807630946|0.000000
6|insertion_sort|random|1000|13 Jun 2019  4:23:27.631490|1560399807631506|0.041000
6|insertion_sort|random|10000|13 Jun 2019  4:23:27.672625|1560399807672664|3.602000
6|insertion_sort|interleaved|8|13 Jun 2019  4:23:31.278032|1560399811278054|0.000000
6|insertion_sort|interleaved|100|13 Jun 2019  4:23:31.278147|1560399811278163|0.001000
6|insertion_sort|interleaved|1000|13 Jun 2019  4:23:31.278710|1560399811278729|0.047000
6|insertion_sort|interleaved|10000|13 Jun 2019  4:23:31.326490|1560399811326512|3.676000
6|insertion_sort|bucketed|10|13 Jun 2019  4:23:35.004088|1560399815004109|0.000000
6|insertion_sort|bucketed|100|13 Jun 2019  4:23:35.004200|1560399815004216|0.001000
6|insertion_sort|bucketed|1000|13 Jun 2019  4:23:35.004869|1560399815004891|0.043000
6|insertion_sort|bucketed|10000|13 Jun 2019  4:23:35.048396|1560399815048418|3.875000
6|quicksort_left|constant|10|13 Jun 2019  4:23:38.925959|1560399818925982|0.000000
6|quicksort_left|constant|100|13 Jun 2019  4:23:38.926082|1560399818926097|0.000000
6|quicksort_left|constant|1000|13 Jun 2019  4:23:38.926563|1560399818926579|0.036000
6|quicksort_left|constant|10000|13 Jun 2019  4:23:38.963720|1560399818963742|3.662000
6|quicksort_left|sorted|10|13 Jun 2019  4:23:42.626708|1560399822626731|0.000000
6|quicksort_left|sorted|100|13 Jun 2019  4:23:42.626827|1560399822626845|0.000000
6|quicksort_left|sorted|1000|13 Jun 2019  4:23:42.627584|1560399822627610|0.047000
6|quicksort_left|sorted|10000|13 Jun 2019  4:23:42.675373|1560399822675400|3.545000
6|quicksort_left|reversed|10|13 Jun 2019  4:23:46.219930|1560399826219951|0.000000
6|quicksort_left|reversed|100|13 Jun 2019  4:23:46.220048|1560399826220064|0.001000
6|quicksort_left|reversed|1000|13 Jun 2019  4:23:46.220612|1560399826220628|0.047000
6|quicksort_left|reversed|10000|13 Jun 2019  4:23:46.268760|1560399826268796|3.858000
6|quicksort_left|random|10|13 Jun 2019  4:23:50.127064|1560399830127085|0.000000
6|quicksort_left|random|100|13 Jun 2019  4:23:50.127174|1560399830127189|0.001000
6|quicksort_left|random|1000|13 Jun 2019  4:23:50.127992|1560399830128035|0.043000
6|quicksort_left|random|10000|13 Jun 2019  4:23:50.171234|1560399830171260|3.898000
6|quicksort_left|interleaved|8|13 Jun 2019  4:23:54.072206|1560399834072236|0.000000
6|quicksort_left|interleaved|100|13 Jun 2019  4:23:54.072338|1560399834072362|0.001000
6|quicksort_left|interleaved|1000|13 Jun 2019  4:23:54.073311|1560399834073337|0.045000
6|quicksort_left|interleaved|10000|13 Jun 2019  4:23:54.118760|1560399834118782|3.774000
6|quicksort_left|bucketed|10|13 Jun 2019  4:23:57.895350|1560399837895374|0.000000
6|quicksort_left|bucketed|100|13 Jun 2019  4:23:57.895506|1560399837895526|0.001000
6|quicksort_left|bucketed|1000|13 Jun 2019  4:23:57.896423|1560399837896454|0.046000
6|quicksort_left|bucketed|10000|13 Jun 2019  4:23:57.942240|1560399837942262|3.609000
6|quicksort_right|constant|10|13 Jun 2019  4:24:01.557925|1560399841557972|0.000000
6|quicksort_right|constant|100|13 Jun 2019  4:24:01.558171|1560399841558210|0.001000
6|quicksort_right|constant|1000|13 Jun 2019  4:24:01.559465|1560399841559506|0.043000
6|quicksort_right|constant|10000|13 Jun 2019  4:24:01.602787|1560399841602833|3.416000
6|quicksort_right|sorted|10|13 Jun 2019  4:24:05.019072|1560399845019093|0.000000
6|quicksort_right|sorted|100|13 Jun 2019  4:24:05.019180|1560399845019195|0.001000
6|quicksort_right|sorted|1000|13 Jun 2019  4:24:05.019792|1560399845019809|0.036000
6|quicksort_right|sorted|10000|13 Jun 2019  4:24:05.056243|1560399845056265|4.022000
6|quicksort_right|reversed|10|13 Jun 2019  4:24:09.078679|1560399849078702|0.000000
6|quicksort_right|reversed|100|13 Jun 2019  4:24:09.078800|1560399849078818|0.000000
6|quicksort_right|reversed|1000|13 Jun 2019  4:24:09.079504|1560399849079523|0.050000
6|quicksort_right|reversed|10000|13 Jun 2019  4:24:09.129170|1560399849129195|4.061000
6|quicksort_right|random|10|13 Jun 2019  4:24:13.189965|1560399853189986|0.000000
6|quicksort_right|random|100|13 Jun 2019  4:24:13.190076|1560399853190091|0.001000
6|quicksort_right|random|1000|13 Jun 2019  4:24:13.190662|1560399853190682|0.034000
6|quicksort_right|random|10000|13 Jun 2019  4:24:13.225312|1560399853225334|3.313000
6|quicksort_right|interleaved|8|13 Jun 2019  4:24:16.541270|1560399856541292|0.000000
6|quicksort_right|interleaved|100|13 Jun 2019  4:24:16.541374|1560399856541389|0.001000
