procs|alg|input|items|utc|ts|duration|func
3|dummy_sort|random|10|14 Jun 2019 21:59:56.474809|1560549596474837|0.00000000|rpcpmap
3|dummy_sort|random|10|14 Jun 2019 21:59:56.475153|1560549596475173|0.00000000|merge
3|dummy_sort|random|10|14 Jun 2019 21:59:56.471906|1560549596474419|0.001000|all
3|dummy_sort|random|100|14 Jun 2019 21:59:56.475662|1560549596475687|0.00000000|frag
3|dummy_sort|random|100|14 Jun 2019 21:59:56.475969|1560549596475997|0.00000000|rpcpmap
3|dummy_sort|random|100|14 Jun 2019 21:59:56.476289|1560549596476316|0.00000000|merge
3|dummy_sort|random|100|14 Jun 2019 21:59:56.475625|1560549596475653|0.001000|all
3|dummy_sort|random|1000|14 Jun 2019 21:59:56.476899|1560549596476916|0.00000000|frag
3|dummy_sort|random|1000|14 Jun 2019 21:59:56.477540|1560549596477570|0.00000000|rpcpmap
3|dummy_sort|random|1000|14 Jun 2019 21:59:56.478019|1560549596478043|0.00000000|merge
3|dummy_sort|random|1000|14 Jun 2019 21:59:56.476808|1560549596476836|0.002000|all
3|dummy_sort|random|10000|14 Jun 2019 21:59:56.479237|1560549596479254|0.00100000|frag
3|dummy_sort|random|10000|14 Jun 2019 21:59:56.482207|1560549596482233|0.00300000|rpcpmap
3|dummy_sort|random|10000|14 Jun 2019 21:59:56.487004|1560549596487056|0.00400000|merge
3|dummy_sort|random|10000|14 Jun 2019 21:59:56.478779|1560549596478804|0.009000|all
3|dummy_sort|random|100000|14 Jun 2019 21:59:56.502018|1560549596502061|0.00600000|frag
3|dummy_sort|random|100000|14 Jun 2019 21:59:56.610277|1560549596610366|0.10800000|rpcpmap
3|dummy_sort|random|100000|14 Jun 2019 21:59:56.639986|1560549596640028|0.02900000|merge
3|dummy_sort|random|100000|14 Jun 2019 21:59:56.495015|1560549596495066|0.146000|all
3|dummy_sort|random|1000000|14 Jun 2019 21:59:56.891188|1560549596891232|0.19800000|frag
3|dummy_sort|random|1000000|14 Jun 2019 21:59:57.233122|1560549597233175|0.34200000|rpcpmap
3|dummy_sort|random|1000000|14 Jun 2019 21:59:57.804979|1560549597805021|0.57000000|merge
3|dummy_sort|random|1000000|14 Jun 2019 21:59:56.687578|1560549596687622|1.118000|all
3|dummy_sort|random|10000000|14 Jun 2019 21:59:59.026669|1560549599026709|0.68900000|frag
3|dummy_sort|random|10000000|14 Jun 2019 22:00:02.841478|1560549602841539|3.81500000|rpcpmap
3|dummy_sort|random|10000000|14 Jun 2019 22:00:08.812896|1560549608812932|5.97000000|merge
3|dummy_sort|random|10000000|14 Jun 2019 21:59:58.309194|1560549598309255|10.504000|all
3|quicksort_random|random|10|14 Jun 2019 22:00:16.033631|1560549616033659|0.00000000|frag
3|quicksort_random|random|10|14 Jun 2019 22:00:16.034036|1560549616034070|0.00000000|rpcpmap
3|quicksort_random|random|10|14 Jun 2019 22:00:16.034285|1560549616034320|0.00000000|merge
3|quicksort_random|random|10|14 Jun 2019 22:00:16.033575|1560549616033621|0.001000|all
3|quicksort_random|random|100|14 Jun 2019 22:00:16.034825|1560549616034855|0.00000000|frag
3|quicksort_random|random|100|14 Jun 2019 22:00:16.035353|1560549616035379|0.00000000|rpcpmap
3|quicksort_random|random|100|14 Jun 2019 22:00:16.035780|1560549616035804|0.00000000|merge
3|quicksort_random|random|100|14 Jun 2019 22:00:16.034779|1560549616034813|0.001000|all
3|quicksort_random|random|1000|14 Jun 2019 22:00:16.036474|1560549616036496|0.00000000|frag
3|quicksort_random|random|1000|14 Jun 2019 22:00:16.038165|1560549616038194|0.00200000|rpcpmap
