procs|alg|input|items|utc|ts|duration|func
6|quicksort_random|random|10000|14 Jun 2019 21:30:59.109431|1560547859109473|0.00200000|merge
6|quicksort_random|random|10000|14 Jun 2019 21:30:59.092748|1560547859092784|0.017000|all
6|quicksort_random|random|100000|14 Jun 2019 21:30:59.125462|1560547859125509|0.00800000|frag
6|quicksort_random|random|100000|14 Jun 2019 21:30:59.227471|1560547859227525|0.10200000|rpcpmap
6|quicksort_random|random|100000|14 Jun 2019 21:30:59.239645|1560547859239699|0.01200000|merge
6|quicksort_random|random|100000|14 Jun 2019 21:30:59.117308|1560547859117382|0.122000|all
6|quicksort_random|random|1000000|14 Jun 2019 21:30:59.381186|1560547859381221|0.06900000|frag
6|quicksort_random|random|1000000|14 Jun 2019 21:31:00.557625|1560547860557694|1.17600000|rpcpmap
6|quicksort_random|random|1000000|14 Jun 2019 21:31:00.669906|1560547860669951|0.11200000|merge
6|quicksort_random|random|1000000|14 Jun 2019 21:30:59.308024|1560547859308063|1.362000|all
5|dummy_sort|random|10|14 Jun 2019 21:31:01.384295|1560547861384322|0.00000000|frag
5|dummy_sort|random|10|14 Jun 2019 21:31:01.384733|1560547861384774|0.00000000|rpcpmap
5|dummy_sort|random|10|14 Jun 2019 21:31:01.385095|1560547861385128|0.00000000|merge
5|dummy_sort|random|10|14 Jun 2019 21:31:01.384240|1560547861384288|0.002000|all
5|dummy_sort|random|100|14 Jun 2019 21:31:01.385671|1560547861385700|0.00000000|frag
5|dummy_sort|random|100|14 Jun 2019 21:31:01.386106|1560547861386139|0.00000000|rpcpmap
5|dummy_sort|random|100|14 Jun 2019 21:31:01.386449|1560547861386493|0.00000000|merge
5|dummy_sort|random|100|14 Jun 2019 21:31:01.385624|1560547861385659|0.001000|all
5|dummy_sort|random|1000|14 Jun 2019 21:31:01.387233|1560547861387253|0.00000000|frag
5|dummy_sort|random|1000|14 Jun 2019 21:31:01.387852|1560547861387879|0.00000000|rpcpmap
5|dummy_sort|random|1000|14 Jun 2019 21:31:01.388183|1560547861388209|0.00000000|merge
5|dummy_sort|random|1000|14 Jun 2019 21:31:01.387133|1560547861387167|0.002000|all
5|dummy_sort|random|10000|14 Jun 2019 21:31:01.389710|1560547861389743|0.00100000|frag
5|dummy_sort|random|10000|14 Jun 2019 21:31:01.392753|1560547861392796|0.00300000|rpcpmap
5|dummy_sort|random|10000|14 Jun 2019 21:31:01.394588|1560547861394651|0.00200000|merge
5|dummy_sort|random|10000|14 Jun 2019 21:31:01.389041|1560547861389079|0.006000|all
5|dummy_sort|random|100000|14 Jun 2019 21:31:01.411016|1560547861411057|0.00700000|frag
5|dummy_sort|random|100000|14 Jun 2019 21:31:01.435764|1560547861435843|0.02400000|rpcpmap
5|dummy_sort|random|100000|14 Jun 2019 21:31:01.445114|1560547861445174|0.00900000|merge
5|dummy_sort|random|100000|14 Jun 2019 21:31:01.403247|1560547861403308|0.043000|all
5|dummy_sort|random|1000000|14 Jun 2019 21:31:01.578071|1560547861578107|0.05900000|frag
5|dummy_sort|random|1000000|14 Jun 2019 21:31:01.847226|1560547861847277|0.26800000|rpcpmap
5|dummy_sort|random|1000000|14 Jun 2019 21:31:01.961362|1560547861961401|0.11400000|merge
5|dummy_sort|random|1000000|14 Jun 2019 21:31:01.514676|1560547861514712|0.447000|all
5|quicksort_random|random|10|14 Jun 2019 21:31:02.665316|1560547862665343|0.00000000|frag
5|quicksort_random|random|10|14 Jun 2019 21:31:02.665708|1560547862665744|0.00000000|rpcpmap
5|quicksort_random|random|10|14 Jun 2019 21:31:02.666046|1560547862666077|0.00000000|merge
5|quicksort_random|random|10|14 Jun 2019 21:31:02.665261|1560547862665308|0.002000|all
5|quicksort_random|random|100|14 Jun 2019 21:31:02.666622|1560547862666649|0.00000000|frag
5|quicksort_random|random|100|14 Jun 2019 21:31:02.667189|1560547862667214|0.00000000|rpcpmap
5|quicksort_random|random|100|14 Jun 2019 21:31:02.667497|1560547862667530|0.00000000|merge
5|quicksort_random|random|100|14 Jun 2019 21:31:02.666572|1560547862666607|0.001000|all
5|quicksort_random|random|1000|14 Jun 2019 21:31:02.668303|1560547862668327|0.00000000|frag
5|quicksort_random|random|1000|14 Jun 2019 21:31:02.670025|1560547862670061|0.00100000|rpcpmap
5|quicksort_random|random|1000|14 Jun 2019 21:31:02.670446|1560547862670480|0.00000000|merge
5|quicksort_random|random|1000|14 Jun 2019 21:31:02.668187|1560547862668221|0.003000|all
5|quicksort_random|random|10000|14 Jun 2019 21:31:02.672017|1560547862672038|0.00000000|frag
5|quicksort_random|random|10000|14 Jun 2019 21:31:02.683082|1560547862683135|0.01100000|rpcpmap
5|quicksort_random|random|10000|14 Jun 2019 21:31:02.684740|1560547862684782|0.00100000|merge
5|quicksort_random|random|10000|14 Jun 2019 21:31:02.671387|1560547862671419|0.013000|all
5|quicksort_random|random|100000|14 Jun 2019 21:31:02.702168|1560547862702214|0.00800000|frag
5|quicksort_random|random|100000|14 Jun 2019 21:31:02.828575|1560547862828631|0.12600000|rpcpmap
5|quicksort_random|random|100000|14 Jun 2019 21:31:02.845501|1560547862845573|0.01700000|merge
5|quicksort_random|random|100000|14 Jun 2019 21:31:02.692829|1560547862692895|0.153000|all
5|quicksort_random|random|1000000|14 Jun 2019 21:31:02.994362|1560547862994428|0.07500000|frag
5|quicksort_random|random|1000000|14 Jun 2019 21:31:04.201724|1560547864201772|1.20700000|rpcpmap
5|quicksort_random|random|1000000|14 Jun 2019 21:31:04.334111|1560547864334150|0.13200000|merge
5|quicksort_random|random|1000000|14 Jun 2019 21:31:02.914850|1560547862914912|1.420000|all
4|dummy_sort|random|10|14 Jun 2019 21:31:05.055076|1560547865055103|0.00000000|frag
4|dummy_sort|random|10|14 Jun 2019 21:31:05.055484|1560547865055520|0.00000000|rpcpmap
4|dummy_sort|random|10|14 Jun 2019 21:31:05.055853|1560547865055886|0.00000000|merge
4|dummy_sort|random|10|14 Jun 2019 21:31:05.055021|1560547865055069|0.001000|all
4|dummy_sort|random|100|14 Jun 2019 21:31:05.056516|1560547865056543|0.00000000|frag
4|dummy_sort|random|100|14 Jun 2019 21:31:05.056937|1560547865056969|0.00000000|rpcpmap
4|dummy_sort|random|100|14 Jun 2019 21:31:05.057204|1560547865057235|0.00000000|merge
4|dummy_sort|random|100|14 Jun 2019 21:31:05.056472|1560547865056504|0.001000|all
4|dummy_sort|random|1000|14 Jun 2019 21:31:05.057880|1560547865057910|0.00000000|frag
4|dummy_sort|random|1000|14 Jun 2019 21:31:05.058557|1560547865058580|0.00100000|rpcpmap
4|dummy_sort|random|1000|14 Jun 2019 21:31:05.058870|1560547865058901|0.00000000|merge
4|dummy_sort|random|1000|14 Jun 2019 21:31:05.057768|1560547865057802|0.001000|all
4|dummy_sort|random|10000|14 Jun 2019 21:31:05.060305|1560547865060328|0.00000000|frag
4|dummy_sort|random|10000|14 Jun 2019 21:31:05.063049|1560547865063093|0.00200000|rpcpmap
4|dummy_sort|random|10000|14 Jun 2019 21:31:05.064131|1560547865064155|0.00000000|merge
4|dummy_sort|random|10000|14 Jun 2019 21:31:05.059769|1560547865059809|0.005000|all
4|dummy_sort|random|100000|14 Jun 2019 21:31:05.076385|1560547865076435|0.00700000|frag
4|dummy_sort|random|100000|14 Jun 2019 21:31:05.102151|1560547865102211|0.02500000|rpcpmap
4|dummy_sort|random|100000|14 Jun 2019 21:31:05.137682|1560547865137738|0.01800000|merge
4|dummy_sort|random|100000|14 Jun 2019 21:31:05.069351|1560547865069402|0.068000|all
4|dummy_sort|random|1000000|14 Jun 2019 21:31:05.257490|1560547865257541|0.05700000|frag
4|dummy_sort|random|1000000|14 Jun 2019 21:31:05.567909|1560547865567977|0.31000000|rpcpmap
4|dummy_sort|random|1000000|14 Jun 2019 21:31:05.661247|1560547865661286|0.09300000|merge
4|dummy_sort|random|1000000|14 Jun 2019 21:31:05.196926|1560547865196974|0.465000|all
4|quicksort_random|random|10|14 Jun 2019 21:31:06.396777|1560547866396800|0.00000000|frag
4|quicksort_random|random|10|14 Jun 2019 21:31:06.397197|1560547866397225|0.00000000|rpcpmap
4|quicksort_random|random|10|14 Jun 2019 21:31:06.397463|1560547866397491|0.00000000|merge
4|quicksort_random|random|10|14 Jun 2019 21:31:06.396735|1560547866396770|0.001000|all
4|quicksort_random|random|100|14 Jun 2019 21:31:06.398069|1560547866398092|0.00000000|frag
4|quicksort_random|random|100|14 Jun 2019 21:31:06.398724|1560547866398754|0.00000000|rpcpmap
4|quicksort_random|random|100|14 Jun 2019 21:31:06.399000|1560547866399028|0.00000000|merge
4|quicksort_random|random|100|14 Jun 2019 21:31:06.398027|1560547866398061|0.001000|all
4|quicksort_random|random|1000|14 Jun 2019 21:31:06.399662|1560547866399685|0.00000000|frag
4|quicksort_random|random|1000|14 Jun 2019 21:31:06.401601|1560547866401631|0.00200000|rpcpmap
4|quicksort_random|random|1000|14 Jun 2019 21:31:06.401955|1560547866401983|0.00000000|merge
4|quicksort_random|random|1000|14 Jun 2019 21:31:06.399576|1560547866399604|0.002000|all
4|quicksort_random|random|10000|14 Jun 2019 21:31:06.403348|1560547866403368|0.00100000|frag
4|quicksort_random|random|10000|14 Jun 2019 21:31:06.416573|1560547866416634|0.01300000|rpcpmap
4|quicksort_random|random|10000|14 Jun 2019 21:31:06.417977|1560547866418009|0.00000000|merge
4|quicksort_random|random|10000|14 Jun 2019 21:31:06.402893|1560547866402923|0.016000|all
4|quicksort_random|random|100000|14 Jun 2019 21:31:06.430249|1560547866430300|0.00600000|frag
4|quicksort_random|random|100000|14 Jun 2019 21:31:06.575498|1560547866575538|0.14500000|rpcpmap
4|quicksort_random|random|100000|14 Jun 2019 21:31:06.580997|1560547866581029|0.00500000|merge
4|quicksort_random|random|100000|14 Jun 2019 21:31:06.423120|1560547866423169|0.158000|all
4|quicksort_random|random|1000000|14 Jun 2019 21:31:06.691628|1560547866691671|0.04700000|frag
4|quicksort_random|random|1000000|14 Jun 2019 21:31:08.053792|1560547868053868|1.36200000|rpcpmap
4|quicksort_random|random|1000000|14 Jun 2019 21:31:08.152255|1560547868152302|0.09700000|merge
4|quicksort_random|random|1000000|14 Jun 2019 21:31:06.639102|1560547866639178|1.514000|all
3|dummy_sort|random|10|14 Jun 2019 22:05:14.235562|1560549914235585|0.00000000|frag
3|dummy_sort|random|10|14 Jun 2019 22:05:14.235882|1560549914235911|0.00000000|rpcpmap
3|dummy_sort|random|10|14 Jun 2019 22:05:14.236202|1560549914236222|0.00000000|merge
3|dummy_sort|random|10|14 Jun 2019 22:05:14.235521|1560549914235556|0.001000|all
3|dummy_sort|random|100|14 Jun 2019 22:05:14.236731|1560549914236753|0.00000000|frag
3|dummy_sort|random|100|14 Jun 2019 22:05:14.237083|1560549914237111|0.00000000|rpcpmap
3|dummy_sort|random|100|14 Jun 2019 22:05:14.237362|1560549914237390|0.00000000|merge
3|dummy_sort|random|100|14 Jun 2019 22:05:14.236694|1560549914236722|0.001000|all
3|dummy_sort|random|1000|14 Jun 2019 22:05:14.238075|1560549914238101|0.00000000|frag
3|dummy_sort|random|1000|14 Jun 2019 22:05:14.238688|1560549914238713|0.00000000|rpcpmap
3|dummy_sort|random|1000|14 Jun 2019 22:05:14.238958|1560549914238986|0.00000000|merge
3|dummy_sort|random|1000|14 Jun 2019 22:05:14.237982|1560549914238011|0.002000|all
3|dummy_sort|random|10000|14 Jun 2019 22:05:14.240268|1560549914240289|0.00100000|frag
3|dummy_sort|random|10000|14 Jun 2019 22:05:14.243203|1560549914243232|0.00300000|rpcpmap
3|dummy_sort|random|10000|14 Jun 2019 22:05:14.244386|1560549914244440|0.00100000|merge
3|dummy_sort|random|10000|14 Jun 2019 22:05:14.239780|1560549914239809|0.005000|all
3|dummy_sort|random|100000|14 Jun 2019 22:05:14.260632|1560549914260674|0.00500000|frag
3|dummy_sort|random|100000|14 Jun 2019 22:05:14.398100|1560549914398210|0.13700000|rpcpmap
3|dummy_sort|random|100000|14 Jun 2019 22:05:14.408963|1560549914409027|0.01000000|merge
3|dummy_sort|random|100000|14 Jun 2019 22:05:14.254210|1560549914254280|0.155000|all
3|dummy_sort|random|1000000|14 Jun 2019 22:05:14.503987|1560549914504020|0.04300000|frag
3|dummy_sort|random|1000000|14 Jun 2019 22:05:14.886701|1560549914886760|0.38200000|rpcpmap
3|dummy_sort|random|1000000|14 Jun 2019 22:05:14.985378|1560549914985420|0.09800000|merge
3|dummy_sort|random|1000000|14 Jun 2019 22:05:14.454813|1560549914454849|0.531000|all
3|dummy_sort|random|10000000|14 Jun 2019 22:05:16.118413|1560549916118456|0.56400000|frag
3|dummy_sort|random|10000000|14 Jun 2019 22:05:20.035178|1560549920035240|3.91700000|rpcpmap
3|dummy_sort|random|10000000|14 Jun 2019 22:05:20.716484|1560549920716524|0.68100000|merge
3|dummy_sort|random|10000000|14 Jun 2019 22:05:15.515237|1560549915515274|5.201000|all
3|quicksort_random|random|10|14 Jun 2019 22:05:28.344454|1560549928344486|0.00000000|frag
3|quicksort_random|random|10|14 Jun 2019 22:05:28.344849|1560549928344874|0.00000000|rpcpmap
3|quicksort_random|random|10|14 Jun 2019 22:05:28.345176|1560549928345211|0.00000000|merge
3|quicksort_random|random|10|14 Jun 2019 22:05:28.344398|1560549928344447|0.001000|all
3|quicksort_random|random|100|14 Jun 2019 22:05:28.345824|1560549928345853|0.00000000|frag
3|quicksort_random|random|100|14 Jun 2019 22:05:28.346362|1560549928346389|0.00000000|rpcpmap
3|quicksort_random|random|100|14 Jun 2019 22:05:28.346695|1560549928346728|0.00000000|merge
3|quicksort_random|random|100|14 Jun 2019 22:05:28.345776|1560549928345811|0.001000|all
3|quicksort_random|random|1000|14 Jun 2019 22:05:28.347477|1560549928347499|0.00000000|frag
3|quicksort_random|random|1000|14 Jun 2019 22:05:28.349096|1560549928349127|0.00100000|rpcpmap
3|quicksort_random|random|1000|14 Jun 2019 22:05:28.349498|1560549928349534|0.00000000|merge
3|quicksort_random|random|1000|14 Jun 2019 22:05:28.347356|1560549928347395|0.002000|all
3|quicksort_random|random|10000|14 Jun 2019 22:05:28.351133|1560549928351155|0.00100000|frag
3|quicksort_random|random|10000|14 Jun 2019 22:05:28.364611|1560549928364724|0.01300000|rpcpmap
3|quicksort_random|random|10000|14 Jun 2019 22:05:28.366493|1560549928366551|0.00100000|merge
3|quicksort_random|random|10000|14 Jun 2019 22:05:28.350556|1560549928350583|0.016000|all
3|quicksort_random|random|100000|14 Jun 2019 22:05:28.378910|1560549928378950|0.00500000|frag
3|quicksort_random|random|100000|14 Jun 2019 22:05:28.634194|1560549928634267|0.25500000|rpcpmap
3|quicksort_random|random|100000|14 Jun 2019 22:05:28.711218|1560549928711299|0.07700000|merge
3|quicksort_random|random|100000|14 Jun 2019 22:05:28.372547|1560549928372591|0.339000|all
